"S.No.","Division..Seat.No.","Name.of.Member","State","No.of.days.member.signed.the.register","Total","Session"
82,93,"Dr. K.P. Ramalingam","TN ","23",26,223
83,95,"Shri Tarini Kanta Roy","WB ","20",26,223
84,97,"Shri H.K. Dua","NOM. ","26",26,223
85,98,"Smt. Shobhana Bhartia","NOM. ","22",26,223
86,99,"Shri Shyam Benegal","NOM. ","22",26,223
87,100,"*Dr. Ashok S. Ganguly","NOM. ","14",26,223
88,101,"Shri Javed Akhtar","NOM. ","16",26,223
89,102,"Smt. B. Jayashree","NOM. ","20",26,223
90,102,"Prof. M.S. Swaminathan","NOM. ","19",26,223
91,103,"Dr.(Smt.) Kapila Vatsyayan","NOM. ","26",26,223
92,104,"Dr. Vijay Mallya","KAR ","8",26,223
93,104,"Shri D. Bandyopadhyay","WB ","13",26,223
94,105,"Shri Ram Kripal Yadav","BR ","23",26,223
95,106,"Dr. Janardhan Waghmare","MH ","25",26,223
96,107,"Smt. Vasanthi Stanley","TN ","23",26,223
97,107,"Shri Khekiho Zhimomi","NG ","9",26,223
98,108,"Dr. Anil Kumar Sahani","BR ","26",26,223
99,108,"Shri T.M. Selvaganapathi","TN ","13",26,223
100,112,"Shri Veer Pal Singh Yadav","UP ","26",26,223
101,114,"Shri Srinjoy Bose","WB ","7",26,223
102,115,"Shri O.T. Lepcha","SK ","21",26,223
103,117,"Shri Thomas Sangma","MGH ","24",26,223
104,118,"Shri Ranjitsinh Vijaysinh Mohite-Patil","MH ","21",26,223
105,120,"Shri Ishwarlal Shankarlal Jain","MH ","23",26,223
106,120,"Shri A.A. Jinnah","TN ","20",26,223
107,121,"Shri S. Thangavelu","TN ","23",26,223
108,122,"Shri Amar Singh","UP ","12",26,223
109,124,"Shri Mahmood A. Madani","UP ","3",26,223
110,125,"Shri R.C. Singh","WB ","24",26,223
111,126,"Shri Derek O Brien","WB ","12",26,223
112,126,"Shri Sitaram Yechury","WB ","25",26,223
113,127,"Prof. Ram Gopal Yadav","UP ","25",26,223
114,127,"Shri Mohan Singh","UP ","25",26,223
115,128,"Shri Shivanand Tiwari","BR ","26",26,223
116,130,"Shri Tapan Kumar Sen","WB ","24",26,223
117,130,"Shri Prasanta Chatterjee","WB ","24",26,223
118,130,"Shri P. Rajeeve","KR ","21",26,223
119,131,"Shri Naresh Agrawal","UP ","24",26,223
120,132,"Shri Shashi Bhusan Behera","OR ","25",26,223
121,132,"Shri Satish Chandra Misra","UP ","26",26,223
122,134,"Shri N. K. Singh","BR ","22",26,223
123,134,"Shri T.K. Rangarajan","TN ","23",26,223
124,135,"Shri D. Raja","TN ","25",26,223
125,135,"Shri Mohammed Amin","WB ","10",26,223
126,136,"Shri Kishore Kumar Mohanty","OR ","18",26,223
127,139,"Smt. Jharna Das Baidya","TR ","24",26,223
128,139,"Shri Ambeth Rajan","UP ","26",26,223
129,143,"Shri Mahendra Mohan","UP ","18",26,223
130,144,"Shri Mangala Kisan","OR ","26",26,223
131,144,"Shri K.N. Balagopal","KR ","25",26,223
132,146,"Shri Narendra Kumar Kashyap","UP ","24",26,223
133,146,"Shri M.V. Mysura Reddy","AP ","26",26,223
134,147,"Shri Veer Singh","UP ","25",26,223
135,148,"Shri Abani Roy","WB ","11",26,223
136,148,"Dr. Barun Mukherji","WB ","24",26,223
137,149,"Shri Syed Azeez Pasha","AP ","25",26,223
138,150,"*Dr. T.N. Seema","KR ","23",26,223
139,152,"Shri Munquad Ali","UP ","10",26,223
140,152,"Smt. Renubala Pradhan","OR ","21",26,223
141,153,"Shri Jai Prakash","UP ","24",26,223
142,153,"Shri Rajaram","UP ","24",26,223
143,154,"Shri Ganga Charan","UP ","26",26,223
144,154,"Prof. S.P.Singh Baghel","UP ","26",26,223
145,155,"Shri Brijlal Khabri","UP ","22",26,223
146,156,"*Shri Pyarimohan Mohapatra","OR ","17",26,223
147,157,"Shri Saman Pathak","WB ","6",26,223
148,160,"Shri M.P. Achuthan","KR ","24",26,223
149,161,"Shri Nandamuri Harikrishna","AP ","26",26,223
150,166,"Shri Ahmad Saeed Malihabadi","WB ","26",26,223
151,167,"Shri Sabir Ali","BR ","17",26,223
152,168,"*Shri P.R. Rajan","KR ","2",26,223
153,168,"Shri Ali Anwar Ansari","BR ","25",26,223
154,170,"Shri Jugul Kishore","UP ","19",26,223
155,171,"Shri K.E. Ismail","KR ","9",26,223
156,174,"Shri Pramod Kureel","UP ","25",26,223
157,175,"Shri Salim Ansari","UP ","26",26,223
158,176,"Shri Rajpal Singh Saini","UP ","26",26,223
159,177,"Dr. Manohar Joshi","MH ","21",26,223
160,177,"Shri Anand Sharma","HP ","M",26,223
161,178,"Shri A.K. Antony","KR ","M",26,223
162,179,"Shri Shanta Kumar","HP ","20",26,223
163,179,"Dr. Karan Singh","DL ","23",26,223
164,180,"Shri S.S. Ahluwalia","JHK ","26",26,223
165,180,"Dr. Manmohan Singh","AS ","PM",26,223
166,181,"Shri Ahmed Patel","GJ ","16",26,223
167,182,"Shri Rajiv Pratap Rudy","BR ","26",26,223
168,183,"Shri Vikram Verma","MP ","26",26,223
169,183,"Shri K. Rahman Khan","KAR ","HDC",26,223
170,184,"Shri Motilal Vora","CHT ","25",26,223
171,184,"Shri Janardan Dwivedi","DL ","26",26,223
172,185,"Shri Prem Chand Gupta","JHK ","25",26,223
173,185,"Shri Balavant alias Bal Apte","MH ","18",26,223
174,187,"Shri Oscar Fernandes","KAR ","24",26,223
175,188,"Prof. Saif-ud-Din Soz","J & K ","23",26,223
176,189,"Shri Balbir Punj","OR ","24",26,223
177,189,"Shri Jairam Ramesh","KAR ","M",26,223
178,191,"Shri Rajeev Shukla","MH ","M",26,223
179,191,"Shri Kalraj Mishra","UP ","17",26,223
180,191,"Dr. T. Subbarami Reddy","AP ","19",26,223
181,192,"Shri Murli Deora","MH ","15",26,223
182,192,"Shri Ram Jethmalani","BR ","16",26,223
183,192,"Shri Birendra Prasad Baishya","AS ","25",26,223
184,193,"Shri Narendra Budania","RJ ","26",26,223
185,194,"Shri N. Balaganga","TN ","19",26,223
186,195,"Shri Mohd. Ali Khan","AP ","26",26,223
187,196,"Miss Anusuiya Uikey","MP ","26",26,223
188,198,"Shri Mani Shankar Aiyar","NOM. ","20",26,223
189,199,"Shri Mohammad Shafi","J & K ","24",26,223
190,200,"Shri V. Hanumantha Rao","TG ","24",26,223
191,201,"Shri Jesudasu Seelam","AP ","25",26,223
192,201,"Shri Upendra Kushwaha","BR ","24",26,223
193,202,"*Shri Shadi Lal Batra","HR ","20",26,223
194,202,"Shri Shivpratap Singh","CHT ","11",26,223
195,203,"Shri Parvez Hashmi","DL ","26",26,223
196,204,"Shri Raghunandan Sharma","MP ","24",26,223
197,204,"Dr. K.V.P. Ramachandra Rao","TG ","24",26,223
198,205,"Shri Husain Dalwai","MH ","26",26,223
199,206,"Shri Rudra Narayan Pany","OR ","23",26,223
200,207,"Shri Kumar Deepak Das","AS ","25",26,223
201,209,"Shri A. Elavarasan","TN ","21",26,223
202,209,"Dr. Bhalchandra Mungekar","NOM. ","23",26,223
203,211,"Dr. Bharatkumar Raut","MH ","24",26,223
204,213,"Shri Surendra Motilal Patel","GJ ","10",26,223
205,213,"Smt. Hema Malini","KAR ","5",26,223
206,214,"Shri Shantaram Naik","GOA ","24",26,223
207,214,"Shri Praveen Rashtrapal","GJ ","20",26,223
208,218,"Shri G. N. Ratanpuri","J & K ","19",26,223
209,225,"Shri Avinash Pande","MH ","24",26,223
210,227,"Shri Dhiraj Prasad Sahu","JHK ","24",26,223
211,228,"Shri Ghulam Nabi Azad","J & K ","M",26,223
212,229,"Prof. P.J. Kurien","KR ","HDC",26,223
213,230,"Smt. Maya Singh","MP ","26",26,223
214,230,"Shri Bhubaneswar Kalita","AS ","22",26,223
215,230,"Shri Satyavrat Chaturvedi","MP ","22",26,223
216,231,"Shri Bhagat Singh Koshyari","UTK ","24",26,223
217,231,"Smt. Ambika Soni","PB ","M",26,223
218,232,"Shri P. Bhattacharya","WB ","10",26,223
219,232,"Smt. Mohsina Kidwai","CHT ","26",26,223
220,233,"Shri Ramdas Agarwal","RJ ","21",26,223
221,233,"Shri Ashwani Kumar","PB ","M",26,223
222,234,"Shri Vayalar Ravi","KR ","M",26,223
223,235,"Dr. Abhishek Manu Singhvi","WB ","12",26,223
224,235,"Shri Vijaykumar Rupani","GJ ","25",26,223
225,236,"Smt. Viplove Thakur","HP ","26",26,223
226,237,"Shri Mukut Mithi","AR ","26",26,223
227,237,"Shri Satish Sharma","UP ","26",26,223
228,240,"Dr. M.S. Gill","PB ","26",26,223
229,240,"Shri Natuji Halaji Thakor","GJ ","22",26,223
230,240,"Shri K.B. Shanappa","KAR ","26",26,223
231,241,"Shri Shreegopal Vyas","CHT ","26",26,223
232,241,"Shri Bharatsinh Prabhatsinh Parmar","GJ ","25",26,223
233,241,"Dr. E.M. Sudarsana Natchiappan","TN ","24",26,223
234,242,"Shri Vijay Jawaharlal Darda","MH ","18",26,223
235,244,"Shri Jai Prakash Narayan Singh","JHK ","26",26,223
236,244,"Shri Kanjibhai Patel","GJ ","26",26,223
237,245,"Shri Narayan Singh Kesari","MP ","26",26,223
238,245,"Dr. Vijaylaxmi Sadho","MP ","25",NA,NA
239,246,"Smt. Naznin Faruque","AS ","22",NA,NA
240,246,"Shri Pravin Naik","GJ ","12",NA,NA
241,247,"Shri P. Kannan","PUD ","10",NA,NA
242,247,"Dr. Gyan Prakash Pilania","RJ ","26",NA,NA
243,248,"Shri Ashk Ali Tak","RJ ","26",NA,NA
1,0,"Dr. Akhilesh Das Gupta","UP ","20",24,224
2,0,"Shri Avtar Singh Karimpuri","UP ","8",24,224
3,0,"*Smt. Kusum Rai","UP ","12",24,224
4,0,"Shri Brajesh Pathak","UP ","24",24,224
5,0,"Shri Mohammed Adeeb","UP ","24",24,224
6,0,"Shri S.M. Krishna","KAR ","M",24,224
7,1,"Shri Arun Jaitley","UP ","LOP",24,224
8,6,"Shri Mukhtar Abbas Naqvi","JHK ","21",24,224
9,7,"Shri Anil Madhav Dave","MP ","16",24,224
10,7,"Shri Avinash Rai Khanna","PB ","23",24,224
11,8,"Shri Kaptan Singh Solanki","MP ","24",24,224
12,8,"*Shri Parshottam Rupala","GJ ","15",24,224
13,9,"*Shri Rishang Keishing","MN ","7",24,224
14,11,"Dr. Chandan Mitra","MP ","21",24,224
15,12,"Ms. Sushila Tiriya","OR ","20",24,224
16,12,"Shri Nand Kumar Sai","CHT ","18",24,224
17,13,"Shri Tarun Vijay","UTK ","23",24,224
18,13,"Shri Meghraj Jain","MP ","22",24,224
19,14,"Shri Aayanur Manjunatha","KAR ","20",24,224
20,15,"Dr. Prabha Thakur","RJ ","23",24,224
21,16,"Prof. Alka Balram Kshatriya","GJ ","22",24,224
22,24,"Shri M. Venkaiah Naidu","RJ ","20",24,224
23,25,"Shri Ravi Shankar Prasad","BR ","22",24,224
24,29,"Shri Prakash Javadekar","MH ","21",24,224
25,30,"Chaudhary Birender Singh","HR ","22",24,224
26,31,"Shri Piyush Goyal","MH ","12",24,224
27,31,"Shri G.K. Vasan","TN ","M",24,224
28,32,"Smt. Smriti Zubin Irani","GJ ","23",24,224
29,32,"Shri M. Rama Jois","KAR ","23",24,224
30,35,"Shri V.P. Singh Badnore","RJ ","23",24,224
31,37,"Sardar Sukhdev Singh Dhindsa","PB ","12",24,224
32,38,"Shri Sanjay Raut","MH ","21",24,224
33,38,"Smt. Jayanthi Natarajan","TN ","M",24,224
34,39,"Shri Om Prakash Mathur","RJ ","17",24,224
35,41,"Dr. C.P. Thakur","BR ","23",24,224
36,41,"Shri Nandi Yellaiah","AP ","21",24,224
37,41,"Ms. Mabel Rebello","JHK ","24",24,224
38,41,"Smt. Bimla Kashyap Sood","HP ","19",24,224
39,42,"Shri Prabhat Jha","MP ","11",24,224
40,44,"Shri Rasheed Masood","UP ","10",24,224
41,44,"Sardar Balwinder Singh Bhunder","PB ","9",24,224
42,45,"Shri Naresh Gujral","PB ","23",24,224
43,47,"Shri Dilipbhai Pandya","GJ ","23",24,224
44,48,"Shri Parimal Nathwani","JHK ","13",24,224
45,49,"Shri Rama Chandra Khuntia","OR ","19",24,224
46,50,"Shri Raashid Alvi","AP ","24",24,224
47,50,"Dr. Ram Prakash","HR ","18",24,224
48,51,"Shri Vinay Katiyar","UP ","17",24,224
49,52,"*Shri Rajeev Chandrasekhar","KAR ","15",24,224
50,52,"*Dr. Dasari Narayana Rao","AP ","7",24,224
51,53,"Shri Rajkumar Dhoot","MH ","12",24,224
52,54,"Shri G. Sanjeeva Reddy","AP ","20",24,224
53,55,"Shri B. S. Gnanadesikan","TN ","9",24,224
54,56,"Shri Ishwar Singh","HR ","21",24,224
55,58,"Shri Lalhming Liana","MZ ","23",24,224
56,60,"Smt. Gundu Sudharani","TG ","18",24,224
57,61,"Shri Paul Manoj Pandian","TN ","3",24,224
58,64,"Smt. T. Ratna Bai","AP ","24",24,224
59,66,"*Shri Anil H. Lad","KAR ","13",24,224
60,69,"Shri Ranbir Singh Parjapati","HR ","15",24,224
61,72,"Shri A. W. Rabi Bernard","TN ","23",24,224
62,74,"Shri Biswajit Daimary","AS ","17",24,224
63,75,"Dr. N. Janardhana Reddy","AP ","14",24,224
64,76,"Shri Ram Chandra Prasad Singh","BR ","14",24,224
65,78,"Shri Y. S. Chowdary","AP ","22",24,224
66,79,"Shri Tariq Anwar","MH ","23",24,224
67,83,"Shri Moinul Hassan","WB ","21",24,224
68,83,"Shri Sukhendu Sekhar Ray","WB ","16",24,224
69,84,"Dr. Yogendra P. Trivedi","MH ","11",24,224
70,85,"Shri Jabir Husain","BR ","24",24,224
71,85,"Shri Baishnab Parida","OR ","23",24,224
72,86,"Dr. V. Maitreyan","TN ","23",24,224
73,87,"Shri Mukul Roy","WB ","M",24,224
74,88,"Shri Shyamal Chakraborty","WB ","19",24,224
75,88,"Dr. Kanwar Deep Singh","WB ","21",24,224
76,89,"Dr. Mahendra Prasad","BR ","13",24,224
77,90,"Shri Rajniti Prasad","BR ","16",24,224
78,90,"Shri Ram Vilas Paswan","BR ","19",24,224
79,93,"Dr. K.P. Ramalingam","TN ","19",24,224
80,95,"Shri Tarini Kanta Roy","WB ","13",24,224
81,97,"Shri H.K. Dua","NOM. ","24",24,224
82,98,"Smt. Shobhana Bhartia","NOM. ","23",24,224
83,99,"Shri Shyam Benegal","NOM. ","24",24,224
84,100,"*Dr. Ashok S. Ganguly","NOM. ","19",24,224
85,101,"Shri Javed Akhtar","NOM. ","18",24,224
86,102,"Smt. B. Jayashree","NOM. ","17",24,224
87,102,"Prof. M.S. Swaminathan","NOM. ","14",24,224
88,103,"Dr.(Smt.) Kapila Vatsyayan","NOM. ","23",24,224
89,104,"Dr. Vijay Mallya","KAR ","14",24,224
90,104,"Shri D. Bandyopadhyay","WB ","24",24,224
91,105,"Shri Ram Kripal Yadav","BR ","13",24,224
92,106,"Dr. Janardhan Waghmare","MH ","18",24,224
93,107,"Smt. Vasanthi Stanley","TN ","22",24,224
94,107,"Shri Khekiho Zhimomi","NG ","3",24,224
95,108,"Dr. Anil Kumar Sahani","BR ","21",24,224
96,108,"Shri T.M. Selvaganapathi","TN ","23",24,224
97,112,"Shri Veer Pal Singh Yadav","UP ","23",24,224
98,114,"Shri Srinjoy Bose","WB ","9",24,224
99,115,"Shri O.T. Lepcha","SK ","21",24,224
100,117,"Shri Thomas Sangma","MGH ","23",24,224
101,118,"Shri Ranjitsinh Vijaysinh Mohite-Patil","MH ","22",24,224
102,120,"Shri Ishwarlal Shankarlal Jain","MH ","19",24,224
103,120,"Shri A.A. Jinnah","TN ","24",24,224
104,121,"Shri S. Thangavelu","TN ","21",24,224
105,124,"Shri Mahmood A. Madani","UP ","10",24,224
106,125,"Shri R.C. Singh","WB ","24",24,224
107,126,"Shri Sitaram Yechury","WB ","20",24,224
108,126,"Shri Derek O Brien","WB ","19",24,224
109,127,"Shri Mohan Singh","UP ","22",24,224
110,127,"Prof. Ram Gopal Yadav","UP ","18",24,224
111,128,"Shri Shivanand Tiwari","BR ","21",24,224
112,129,"Dr. K. Keshava Rao","AP ","21",24,224
113,130,"Shri Prasanta Chatterjee","WB ","14",24,224
114,130,"Shri Tapan Kumar Sen","WB ","22",24,224
115,130,"Shri P. Rajeeve","KR ","18",24,224
116,131,"Shri Naresh Agrawal","UP ","18",24,224
117,132,"Shri Shashi Bhusan Behera","OR ","18",24,224
118,132,"Shri Satish Chandra Misra","UP ","22",24,224
119,133,"*Smt. Kanimozhi","TN ","6",24,224
120,134,"Shri N. K. Singh","BR ","24",24,224
121,134,"Shri T.K. Rangarajan","TN ","24",24,224
122,135,"Shri D. Raja","TN ","23",24,224
123,136,"Shri Kishore Kumar Mohanty","OR ","22",24,224
124,139,"Smt. Jharna Das Baidya","TR ","21",24,224
125,139,"Shri Ambeth Rajan","UP ","24",24,224
126,143,"*Shri Mahendra Mohan","UP ","15",24,224
127,144,"Shri Mangala Kisan","OR ","24",24,224
128,144,"Shri K.N. Balagopal","KR ","20",24,224
129,146,"Shri Narendra Kumar Kashyap","UP ","9",24,224
130,146,"Shri M.V. Mysura Reddy","AP ","24",24,224
131,147,"Shri Veer Singh","UP ","21",24,224
132,148,"Dr. Barun Mukherji","WB ","23",24,224
133,149,"Shri Syed Azeez Pasha","AP ","22",24,224
134,150,"Dr. T.N. Seema","KR ","19",24,224
135,152,"Shri Munquad Ali","UP ","11",24,224
136,152,"Smt. Renubala Pradhan","OR ","15",24,224
137,153,"Shri Jai Prakash","UP ","20",24,224
138,153,"Shri Rajaram","UP ","23",24,224
139,154,"Shri Ganga Charan","UP ","24",24,224
140,154,"Prof. S.P.Singh Baghel","UP ","24",24,224
141,155,"Shri Brijlal Khabri","UP ","15",24,224
142,156,"*Shri Pyarimohan Mohapatra","OR ","15",24,224
143,157,"Shri Saman Pathak","WB ","18",24,224
144,160,"Shri M.P. Achuthan","KR ","18",24,224
145,161,"Shri Nandamuri Harikrishna","AP ","10",24,224
146,166,"Shri Ahmad Saeed Malihabadi","WB ","24",24,224
147,167,"Shri Sabir Ali","BR ","7",24,224
148,168,"Shri Ali Anwar Ansari","BR ","19",24,224
149,170,"Shri Jugul Kishore","UP ","8",24,224
150,171,"Shri K.E. Ismail","KR ","8",24,224
151,174,"Shri Pramod Kureel","UP ","24",24,224
152,175,"Shri Salim Ansari","UP ","24",24,224
153,176,"Shri Rajpal Singh Saini","UP ","24",24,224
154,177,"Dr. Manohar Joshi","MH ","15",24,224
155,177,"Shri Anand Sharma","HP ","M",24,224
156,178,"Shri A.K. Antony","KR ","M",24,224
157,179,"Shri Shanta Kumar","HP ","22",24,224
158,179,"*Dr. Karan Singh","DL ","16",24,224
159,180,"Shri S.S. Ahluwalia","JHK ","24",24,224
160,180,"Dr. Manmohan Singh","AS ","PM",24,224
161,181,"Shri Ahmed Patel","GJ ","19",24,224
162,182,"Shri Rajiv Pratap Rudy","BR ","21",24,224
163,183,"Shri Vikram Verma","MP ","24",24,224
164,183,"Shri K. Rahman Khan","KAR ","HDC",24,224
165,184,"Shri Motilal Vora","CHT ","24",24,224
166,184,"Shri Janardan Dwivedi","DL ","24",24,224
167,185,"Shri Prem Chand Gupta","JHK ","23",24,224
168,185,"Shri Balavant alias Bal Apte","MH ","22",24,224
169,187,"Shri Oscar Fernandes","KAR ","17",24,224
170,188,"Prof. Saif-ud-Din Soz","J & K ","24",24,224
171,189,"Shri Balbir Punj","OR ","21",24,224
172,189,"Shri Jairam Ramesh","KAR ","M",24,224
173,191,"Shri Rajeev Shukla","MH ","M",24,224
174,191,"Dr. T. Subbarami Reddy","AP ","16",24,224
175,191,"Shri Kalraj Mishra","UP ","18",24,224
176,192,"Shri Ram Jethmalani","BR ","11",24,224
177,192,"Shri Murli Deora","MH ","20",24,224
178,192,"Shri Birendra Prasad Baishya","AS ","22",24,224
179,193,"Shri Narendra Budania","RJ ","23",24,224
180,194,"Shri N. Balaganga","TN ","24",24,224
181,195,"Shri Mohd. Ali Khan","AP ","24",24,224
182,196,"Miss Anusuiya Uikey","MP ","24",24,224
183,198,"*Shri Mani Shankar Aiyar","NOM. ","19",24,224
184,199,"Shri Mohammad Shafi","J & K ","24",24,224
185,200,"Shri V. Hanumantha Rao","TG ","14",24,224
186,201,"Shri Jesudasu Seelam","AP ","21",24,224
187,201,"Shri Upendra Kushwaha","BR ","13",24,224
188,202,"Shri Shadi Lal Batra","HR ","23",24,224
189,202,"*Shri Shivpratap Singh","CHT ","3",24,224
190,203,"Shri Parvez Hashmi","DL ","16",24,224
191,204,"Dr. K.V.P. Ramachandra Rao","TG ","22",24,224
192,204,"Shri Raghunandan Sharma","MP ","16",24,224
193,205,"Shri Husain Dalwai","MH ","22",24,224
194,206,"Shri Rudra Narayan Pany","OR ","21",24,224
195,207,"Shri Kumar Deepak Das","AS ","24",24,224
196,209,"Shri A. Elavarasan","TN ","19",24,224
197,209,"Dr. Bhalchandra Mungekar","NOM. ","19",24,224
198,211,"Dr. Bharatkumar Raut","MH ","20",24,224
199,213,"Smt. Hema Malini","KAR ","11",24,224
200,214,"Shri Shantaram Naik","GOA ","24",24,224
201,214,"*Shri Praveen Rashtrapal","GJ ","19",24,224
202,218,"Shri G. N. Ratanpuri","J & K ","23",24,224
203,222,"Shri Pankaj Bora","AS ","8",24,224
204,225,"Shri Avinash Pande","MH ","16",24,224
205,227,"Shri Dhiraj Prasad Sahu","JHK ","19",24,224
206,228,"Shri Ghulam Nabi Azad","J & K ","M",24,224
207,229,"Prof. P.J. Kurien","KR ","HDC",24,224
208,230,"Smt. Maya Singh","MP ","24",24,224
209,230,"Shri Bhubaneswar Kalita","AS ","21",24,224
210,230,"Shri Satyavrat Chaturvedi","MP ","23",24,224
211,231,"Shri Bhagat Singh Koshyari","UTK ","18",24,224
212,231,"Smt. Ambika Soni","PB ","M",24,224
213,232,"Shri P. Bhattacharya","WB ","20",24,224
214,232,"Smt. Mohsina Kidwai","CHT ","23",24,224
215,233,"Shri Ramdas Agarwal","RJ ","18",24,224
216,233,"Shri Ashwani Kumar","PB ","M",24,224
217,234,"Shri Vayalar Ravi","KR ","M",24,224
218,235,"Shri Vijaykumar Rupani","GJ ","18",24,224
219,235,"Dr. Abhishek Manu Singhvi","WB ","16",24,224
220,236,"Smt. Viplove Thakur","HP ","24",24,224
221,237,"Shri Mukut Mithi","AR ","22",24,224
222,237,"Shri Satish Sharma","UP ","24",24,224
223,240,"Dr. M.S. Gill","PB ","24",24,224
224,240,"Shri Natuji Halaji Thakor","GJ ","21",24,224
225,240,"Shri K.B. Shanappa","KAR ","20",24,224
226,241,"Shri Shreegopal Vyas","CHT ","24",24,224
227,241,"Shri Bharatsinh Prabhatsinh Parmar","GJ ","20",24,224
228,241,"Dr. E.M. Sudarsana Natchiappan","TN ","24",24,224
229,242,"Shri Vijay Jawaharlal Darda","MH ","14",24,224
230,244,"Shri Jai Prakash Narayan Singh","JHK ","21",24,224
231,244,"Shri Kanjibhai Patel","GJ ","21",24,224
232,245,"Shri Narayan Singh Kesari","MP ","24",24,224
233,245,"Dr. Vijaylaxmi Sadho","MP ","24",24,224
234,246,"Smt. Naznin Faruque","AS ","21",24,224
235,247,"Shri P. Kannan","PUD ","1",24,224
236,247,"Dr. Gyan Prakash Pilania","RJ ","24",24,224
237,248,"Shri Ashk Ali Tak","RJ ","20",24,224
1,0,"Dr. Akhilesh Das Gupta","UP ","10",21,225
2,0,"Shri Avtar Singh Karimpuri","UP ","15",21,225
3,0,"Smt. Kusum Rai","UP ","15",21,225
4,0,"Shri Brajesh Pathak","UP ","20",21,225
5,0,"Shri Mohammed Adeeb","UP ","18",21,225
6,0,"Shri S.M. Krishna","KAR ","M",21,225
7,1,"Shri Arun Jaitley","UP ","LOP",21,225
8,6,"Shri Mukhtar Abbas Naqvi","JHK ","19",21,225
9,7,"Shri Anil Madhav Dave","MP ","21",21,225
10,7,"Shri Avinash Rai Khanna","PB ","18",21,225
11,7,"Shri Dharmendra Pradhan","MP ","18",21,225
12,8,"Shri Kaptan Singh Solanki","MP ","20",21,225
13,8,"Shri Parshottam Rupala","GJ ","20",21,225
14,9,"Shri Rishang Keishing","MN ","20",21,225
15,11,"Dr. Chandan Mitra","MP ","21",21,225
16,12,"Shri Nand Kumar Sai","CHT ","17",21,225
17,13,"Shri Tarun Vijay","UTK ","20",21,225
18,14,"Shri Aayanur Manjunatha","KAR ","15",21,225
19,15,"*Dr. Prabha Thakur","RJ ","13",21,225
20,16,"Prof. Alka Balram Kshatriya","GJ ","21",21,225
21,24,"Shri M. Venkaiah Naidu","RJ ","19",21,225
22,25,"Shri Ravi Shankar Prasad","BR ","17",21,225
23,26,"Shri Thaawarchand Gehlot","MP ","20",21,225
24,28,"Shri Jagat Prakash Nadda","HP ","18",21,225
25,29,"Shri Prakash Javadekar","MH ","20",21,225
26,30,"Chaudhary Birender Singh","HR ","21",21,225
27,31,"Shri Piyush Goyal","MH ","17",21,225
28,31,"Shri G.K. Vasan","TN ","M",21,225
29,32,"Smt. Smriti Zubin Irani","GJ ","10",21,225
30,32,"*Shri M. Rama Jois","KAR ","8",21,225
31,33,"*Shri Mansukh Mandaviya","GJ ","16",21,225
32,35,"Shri V.P. Singh Badnore","RJ ","20",21,225
33,37,"Sardar Sukhdev Singh Dhindsa","PB ","12",21,225
34,38,"Shri Sanjay Raut","MH ","11",21,225
35,38,"Smt. Jayanthi Natarajan","TN ","M",21,225
36,39,"Dr. Najma A. Heptulla","MP ","21",21,225
37,39,"Shri Om Prakash Mathur","RJ ","16",21,225
38,40,"Shri Bhupender Yadav","RJ ","21",21,225
39,41,"Dr. C.P. Thakur","BR ","18",21,225
40,41,"Smt. Bimla Kashyap Sood","HP ","18",21,225
41,41,"Shri Nandi Yellaiah","AP ","18",21,225
42,42,"Shri Prabhat Jha","MP ","13",21,225
43,44,"Shri Rasheed Masood","UP ","21",21,225
44,44,"Sardar Balwinder Singh Bhunder","PB ","17",21,225
45,45,"Shri Naresh Gujral","PB ","21",21,225
46,47,"Shri Basawaraj Patil","KAR ","20",21,225
47,47,"Shri Dilipbhai Pandya","GJ ","17",21,225
48,48,"Dr. Bhushan Lal Jangde","CHT ","19",21,225
49,48,"Shri Parimal Nathwani","JHK ","7",21,225
50,49,"Shri Rama Chandra Khuntia","OR ","19",21,225
51,50,"Dr. Ram Prakash","HR ","21",21,225
52,50,"Shri Ajay Sancheti","MH ","14",21,225
53,51,"Shri Vinay Katiyar","UP ","17",21,225
54,52,"Shri Rajeev Chandrasekhar","KAR ","12",21,225
55,53,"Shri Rajkumar Dhoot","MH ","9",21,225
